magazine_date,cover_topic,generation_name,turnings_archetype,publication_year,turning_name,turning_number,turning_type
1947-01-13,Milton Caniff,G.I.,Hero,1947,The American High,1,High
1947-02-10,Deborah Kerr,G.I.,Hero,1947,The American High,1,High
1947-03-03,Joseph H. Ball,G.I.,Hero,1947,The American High,1,High
1947-07-07,Marlin Perkins,G.I.,Hero,1947,The American High,1,High
1947-07-14,Eva Perón,G.I.,Hero,1947,The American High,1,High
1947-08-18,Andrei Gromyko,G.I.,Hero,1947,The American High,1,High
1947-08-25,Harold Stassen,G.I.,Hero,1947,The American High,1,High
1947-09-01,Jake Kramer,G.I.,Hero,1947,The American High,1,High
1947-11-03,Bob Chappuis,G.I.,Hero,1947,The American High,1,High
1947-11-24,DeLesseps S. Morrison,G.I.,Hero,1947,The American High,1,High
1948-01-12,Gregory Peck,G.I.,Hero,1948,The American High,1,High
1948-01-19,W. Stuart Symington,G.I.,Hero,1948,The American High,1,High
1948-03-15,Clark Clifford,G.I.,Hero,1948,The American High,1,High
1948-04-05,Markos Vafiades,G.I.,Hero,1948,The American High,1,High
1948-05-03,George Gallup,G.I.,Hero,1948,The American High,1,High
1948-05-17,Eddie Arcaro,G.I.,Hero,1948,The American High,1,High
1948-07-05,Thomas E. Dewey,G.I.,Hero,1948,The American High,1,High
1948-07-19,Howard Hughes,G.I.,Hero,1948,The American High,1,High
1948-08-02,Mel Patton,G.I.,Hero,1948,The American High,1,High
1948-08-23,Betty Grable,G.I.,Hero,1948,The American High,1,High
1948-09-06,Juliana of the Netherlands,G.I.,Hero,1948,The American High,1,High
1948-10-11,J. Strom Thurmond,G.I.,Hero,1948,The American High,1,High
1948-11-08,Robert Oppenheimer,G.I.,Hero,1948,The American High,1,High
1948-11-22,Tallulah Bankhead,G.I.,Hero,1948,The American High,1,High
1948-12-20,Olivia de Havilland,G.I.,Hero,1948,The American High,1,High
1949-01-10,Ben Hogan,G.I.,Hero,1949,The American High,1,High
1949-01-17,Hubert Humphrey,G.I.,Hero,1949,The American High,1,High
1949-02-21,Louis Armstrong,G.I.,Hero,1949,The American High,1,High
1949-04-18,Chuck Yeager,G.I.,Hero,1949,The American High,1,High
1949-04-25,Eugene Dennis,G.I.,Hero,1949,The American High,1,High
1949-05-16,Milton Berle,G.I.,Hero,1949,The American High,1,High
1949-07-18,Leopold III of Belgium,G.I.,Hero,1949,The American High,1,High
1949-07-18,Princess de Rethy,G.I.,Hero,1949,The American High,1,High
1949-09-19,Lisa Fonssagrives,G.I.,Hero,1949,The American High,1,High
1949-09-26,"Oliver Franks, Baron Franks",G.I.,Hero,1949,The American High,1,High
1949-11-14,Margot Fonteyn,G.I.,Hero,1949,The American High,1,High
1950-01-09,Carol Channing,G.I.,Hero,1950,The American High,1,High
1950-02-13,Glenn McCarthy,G.I.,Hero,1950,The American High,1,High
1950-02-27,Arthur Godfrey,G.I.,Hero,1950,The American High,1,High
1950-03-20,Georgi Malenkov,G.I.,Hero,1950,The American High,1,High
1950-04-24,Betty Hutton,G.I.,Hero,1950,The American High,1,High
1950-05-01,Gian-Carlo Menotti,G.I.,Hero,1950,The American High,1,High
1950-05-29,Bảo Đại,G.I.,Hero,1950,The American High,1,High
1950-06-12,Darryl F. Zanuck,G.I.,Hero,1950,The American High,1,High
1950-06-19,Charles F. Brannan,G.I.,Hero,1950,The American High,1,High
1950-07-03,William Levitt,G.I.,Hero,1950,The American High,1,High
1950-08-07,K. C. Wu,G.I.,Hero,1950,The American High,1,High
1950-08-21,Yakov Malik,G.I.,Hero,1950,The American High,1,High
1950-09-04,Curtis LeMay,G.I.,Hero,1950,The American High,1,High
1950-11-06,Al Capp,G.I.,Hero,1950,The American High,1,High
1950-11-20,Christopher Fry,G.I.,Hero,1950,The American High,1,High
1950-12-04,Frank Stanton (executive),G.I.,Hero,1950,The American High,1,High
1950-12-18,William H. Tunner,G.I.,Hero,1950,The American High,1,High
1951-01-15,Rudolf Bing,G.I.,Hero,1951,The American High,1,High
1951-02-26,Margaret Truman,G.I.,Hero,1951,The American High,1,High
1951-03-12,Estes Kefauver,G.I.,Hero,1951,The American High,1,High
1951-03-19,Michael DiSalle,G.I.,Hero,1951,The American High,1,High
1951-04-09,Barbara Bel Geddes,G.I.,Hero,1951,The American High,1,High
1951-04-16,Crawford Greenewalt,G.I.,Hero,1951,The American High,1,High
1951-05-21,Eva Perón,G.I.,Hero,1951,The American High,1,High
1951-06-11,Alfred Whitney Griswold,G.I.,Hero,1951,The American High,1,High
1951-06-25,Sugar Ray Robinson,G.I.,Hero,1951,The American High,1,High
1951-08-06,Mario Lanza,G.I.,Hero,1951,The American High,1,High
1951-08-20,Vasily Dzhugashvili,G.I.,Hero,1951,The American High,1,High
1951-09-03,Ava Gardner,G.I.,Hero,1951,The American High,1,High
1951-09-10,Farouk of Egypt,G.I.,Hero,1951,The American High,1,High
1951-10-08,William M. Boyle,G.I.,Hero,1951,The American High,1,High
1951-10-22,Joseph McCarthy,G.I.,Hero,1951,The American High,1,High
1951-10-29,Graham Greene,G.I.,Hero,1951,The American High,1,High
1951-11-26,Ramon Magsaysay,G.I.,Hero,1951,The American High,1,High
1951-12-17,Henry Cabot Lodge Jr.,G.I.,Hero,1951,The American High,1,High
1952-01-14,Gordon Dean (lawyer),G.I.,Hero,1952,The American High,1,High
1952-03-03,John Wayne,G.I.,Hero,1952,The American High,1,High
1952-03-17,Mortimer Adler,G.I.,Hero,1952,The American High,1,High
1952-03-24,Estes Kefauver,G.I.,Hero,1952,The American High,1,High
1952-04-21,Fulgencio Batista,G.I.,Hero,1952,The American High,1,High
1952-05-26,Lucille Ball,G.I.,Hero,1952,The American High,1,High
1952-08-25,Richard Nixon,G.I.,Hero,1952,The American High,1,High
1952-09-01,Katharine Hepburn,G.I.,Hero,1952,The American High,1,High
1952-09-08,Muhammad Naguib,G.I.,Hero,1952,The American High,1,High
1952-09-15,G. Mennen Williams,G.I.,Hero,1952,The American High,1,High
1952-09-29,Allan Shivers,G.I.,Hero,1952,The American High,1,High
1952-10-06,Georgy Malenkov,G.I.,Hero,1952,The American High,1,High
1952-10-13,John J. Williams (senator),G.I.,Hero,1952,The American High,1,High
1952-11-10,Richard Nixon,G.I.,Hero,1952,The American High,1,High
1952-12-29,Francis Henry Taylor,G.I.,Hero,1952,The American High,1,High
1953-02-09,Kwame Nkrumah,G.I.,Hero,1953,The American High,1,High
1953-02-16,Herbert Brownell Jr.,G.I.,Hero,1953,The American High,1,High
1953-03-23,Georgy Malenkov,G.I.,Hero,1953,The American High,1,High
1953-03-30,Rosalind Russell,G.I.,Hero,1953,The American High,1,High
1953-04-27,Bill Bridgeman,G.I.,Hero,1953,The American High,1,High
1953-05-04,Oveta Culp Hobby,G.I.,Hero,1953,The American High,1,High
1953-05-18,Benson Ford,G.I.,Hero,1953,The American High,1,High
1953-05-18,Henry Ford II,G.I.,Hero,1953,The American High,1,High
1953-06-22,Lyndon B. Johnson,G.I.,Hero,1953,The American High,1,High
1953-10-05,Neil H. McElroy,G.I.,Hero,1953,The American High,1,High
1953-10-26,Frederica of Hanover,G.I.,Hero,1953,The American High,1,High
1954-01-18,Richard Nixon,G.I.,Hero,1954,The American High,1,High
1954-01-25,George Balanchine,G.I.,Hero,1954,The American High,1,High
1954-02-22,Paul Magloire,G.I.,Hero,1954,The American High,1,High
1954-03-01,Nathan M. Pusey,G.I.,Hero,1954,The American High,1,High
1954-03-08,Joseph McCarthy,G.I.,Hero,1954,The American High,1,High
1954-03-15,Jack Webb,G.I.,Hero,1954,The American High,1,High
1954-03-29,Jonas Salk,G.I.,Hero,1954,The American High,1,High
1954-04-05,Rab Butler,G.I.,Hero,1954,The American High,1,High
1954-04-26,Briggs Cunningham,G.I.,Hero,1954,The American High,1,High
1954-06-14,J. Robert Oppenheimer,G.I.,Hero,1954,The American High,1,High
1954-06-21,Sam Snead,G.I.,Hero,1954,The American High,1,High
1954-06-28,Jacobo Árbenz,G.I.,Hero,1954,The American High,1,High
1954-07-05,John Sherman Cooper,G.I.,Hero,1954,The American High,1,High
1954-07-12,Pierre Mendès France,G.I.,Hero,1954,The American High,1,High
1954-08-30,U Nu,G.I.,Hero,1954,The American High,1,High
1954-09-13,Alicia Patterson,G.I.,Hero,1954,The American High,1,High
1954-09-27,David Riesman,G.I.,Hero,1954,The American High,1,High
1954-10-11,Marlon Brando,G.I.,Hero,1954,The American High,1,High
1954-10-18,Clifford P. Case,G.I.,Hero,1954,The American High,1,High
1954-10-25,Billy Graham,G.I.,Hero,1954,The American High,1,High
1954-11-08,Dave Brubeck,G.I.,Hero,1954,The American High,1,High
1954-11-15,George M. Leader,G.I.,Hero,1954,The American High,1,High
1954-12-27,Walt Disney,G.I.,Hero,1954,The American High,1,High
1955-01-17,Richard L. Neuberger,G.I.,Hero,1955,The American High,1,High
1955-02-28,Marcos Pérez Jiménez,G.I.,Hero,1955,The American High,1,High
1955-03-07,George N. Craig,G.I.,Hero,1955,The American High,1,High
1955-03-28,Thomas Watson Jr.,G.I.,Hero,1955,The American High,1,High
1955-04-04,Ngo Dinh Diem,G.I.,Hero,1955,The American High,1,High
1955-05-16,Lee Alvin DuBridge,G.I.,Hero,1955,The American High,1,High
1955-06-20,Walter Reuther,G.I.,Hero,1955,The American High,1,High
1955-06-27,Dag Hammarskjöld,G.I.,Hero,1955,The American High,1,High
1955-07-18,André Malraux,G.I.,Hero,1955,The American High,1,High
1955-08-01,Edgar Faure,G.I.,Hero,1955,The American High,1,High
1955-08-15,Willard Libby,G.I.,Hero,1955,The American High,1,High
1955-08-22,Carmine De Sapio,G.I.,Hero,1955,The American High,1,High
1955-08-29,Frank Sinatra,G.I.,Hero,1955,The American High,1,High
1955-09-05,Herman Wouk,G.I.,Hero,1955,The American High,1,High
1955-09-12,John Stapp,G.I.,Hero,1955,The American High,1,High
1955-09-19,Thurgood Marshall,G.I.,Hero,1955,The American High,1,High
1955-09-26,Gamal Abdel Nasser,G.I.,Hero,1955,The American High,1,High
1955-10-10,Richard Nixon,G.I.,Hero,1955,The American High,1,High
1955-10-17,Ed Sullivan,G.I.,Hero,1955,The American High,1,High
1955-10-31,Irvine H. Page,G.I.,Hero,1955,The American High,1,High
1955-11-21,Keith Funston,G.I.,Hero,1955,The American High,1,High
1955-12-19,LeRoy Collins,G.I.,Hero,1955,The American High,1,High
1956-02-13,Juscelino Kubitschek,G.I.,Hero,1956,The American High,1,High
1956-02-27,William Holden,G.I.,Hero,1956,The American High,1,High
1956-03-05,Luo Ruiqing,G.I.,Hero,1956,The American High,1,High
1956-03-19,Pierre Poujade,G.I.,Hero,1956,The American High,1,High
1956-03-26,James Eastland,G.I.,Hero,1956,The American High,1,High
1956-04-16,Philip Graham,G.I.,Hero,1956,The American High,1,High
1956-05-21,Arleigh Burke,G.I.,Hero,1956,The American High,1,High
1956-06-11,Jacques Barzun,G.I.,Hero,1956,The American High,1,High
1956-07-02,Eero Saarinen,G.I.,Hero,1956,The American High,1,High
1956-07-09,David J. McDonald,G.I.,Hero,1956,The American High,1,High
1956-07-23,Rex Harrison,G.I.,Hero,1956,The American High,1,High
1956-08-06,Stavros Niarchos,G.I.,Hero,1956,The American High,1,High
1956-08-27,Gamal Nasser,G.I.,Hero,1956,The American High,1,High
1956-09-10,William McChesney Martin,G.I.,Hero,1956,The American High,1,High
1956-09-17,Estes Kefauver,G.I.,Hero,1956,The American High,1,High
1956-10-01,Robert F. Wagner Jr.,G.I.,Hero,1956,The American High,1,High
1956-10-08,Duffy Daugherty,G.I.,Hero,1956,The American High,1,High
1956-10-15,Herman Talmadge,G.I.,Hero,1956,The American High,1,High
1956-10-22,Leo Hoegh,G.I.,Hero,1956,The American High,1,High
1956-10-29,Maria Callas,G.I.,Hero,1956,The American High,1,High
1956-11-05,Richard Nixon,G.I.,Hero,1956,The American High,1,High
1956-11-12,Richard Nixon,G.I.,Hero,1956,The American High,1,High
1956-11-26,Dag Hammarskjöld,G.I.,Hero,1956,The American High,1,High
1956-12-10,Wladyslaw Gomulka,G.I.,Hero,1956,The American High,1,High
1957-01-14,William Knowland,G.I.,Hero,1957,The American High,1,High
1957-01-28,King Saud,G.I.,Hero,1957,The American High,1,High
1957-02-04,Leonard Bernstein,G.I.,Hero,1957,The American High,1,High
1957-03-04,Christian Dior,G.I.,Hero,1957,The American High,1,High
1957-04-01,Bernard Schriever,G.I.,Hero,1957,The American High,1,High
1957-04-22,Sultan Mohammed V,G.I.,Hero,1957,The American High,1,High
1957-04-29,Simon Ramo,G.I.,Hero,1957,The American High,1,High
1957-05-13,Herbert Brownell Jr.,G.I.,Hero,1957,The American High,1,High
1957-05-20,Stefan Wyszynski,G.I.,Hero,1957,The American High,1,High
1957-06-03,Pedro Aramburu,G.I.,Hero,1957,The American High,1,High
1957-08-19,Alfried Krupp,G.I.,Hero,1957,The American High,1,High
1957-09-02,James Cozzens,G.I.,Hero,1957,The American High,1,High
1957-09-09,Jimmy Hoffa,G.I.,Hero,1957,The American High,1,High
1957-09-23,Orval Faubus,G.I.,Hero,1957,The American High,1,High
1957-09-30,Edward R. Murrow,G.I.,Hero,1957,The American High,1,High
1957-10-21,Prince Philip,G.I.,Hero,1957,The American High,1,High
1957-11-18,Edward Teller,G.I.,Hero,1957,The American High,1,High
1957-11-25,Thomas D. White,G.I.,Hero,1957,The American High,1,High
1957-12-02,John F. Kennedy,G.I.,Hero,1957,The American High,1,High
1957-12-09,Richard Nixon,G.I.,Hero,1957,The American High,1,High
1957-12-16,Lauris Norstad,G.I.,Hero,1957,The American High,1,High
1958-01-13,Neil McElroy,G.I.,Hero,1958,The American High,1,High
1958-01-20,Frank Pace,G.I.,Hero,1958,The American High,1,High
1958-01-27,James Hagerty,G.I.,Hero,1958,The American High,1,High
1958-02-17,Wernher von Braun,G.I.,Hero,1958,The American High,1,High
1958-03-10,Sukarno,G.I.,Hero,1958,The American High,1,High
1958-03-17,Lyndon B. Johnson,G.I.,Hero,1958,The American High,1,High
1958-03-31,Edward Durrell Stone,G.I.,Hero,1958,The American High,1,High
1958-04-14,John Gunther,G.I.,Hero,1958,The American High,1,High
1958-04-21,Alec Guinness,G.I.,Hero,1958,The American High,1,High
1958-04-28,Walter O'Malley,G.I.,Hero,1958,The American High,1,High
1958-05-12,Henry Ford II,G.I.,Hero,1958,The American High,1,High
1958-06-09,Michael Stepovich,G.I.,Hero,1958,The American High,1,High
1958-07-14,George Beadle,G.I.,Hero,1958,The American High,1,High
1958-07-21,Robert Preston (actor),G.I.,Hero,1958,The American High,1,High
1958-07-21,Meredith Willson,G.I.,Hero,1958,The American High,1,High
1958-07-28,Gamal Abdel Nasser,G.I.,Hero,1958,The American High,1,High
1958-08-11,Henry Cabot Lodge Jr.,G.I.,Hero,1958,The American High,1,High
1958-08-18,Jack Paar,G.I.,Hero,1958,The American High,1,High
1958-09-01,John Thach,G.I.,Hero,1958,The American High,1,High
1958-09-15,"Edmund Brown, Sr.",G.I.,Hero,1958,The American High,1,High
1958-10-06,Nelson Rockefeller,G.I.,Hero,1958,The American High,1,High
1958-10-27,Charles E. Chamberlain,G.I.,Hero,1958,The American High,1,High
1958-11-03,Renata Tebaldi,G.I.,Hero,1958,The American High,1,High
1958-11-24,Hubert Humphrey,G.I.,Hero,1958,The American High,1,High
1958-11-24,Stuart Symington,G.I.,Hero,1958,The American High,1,High
1958-11-24,Lyndon B. Johnson,G.I.,Hero,1958,The American High,1,High
1958-11-24,Robert B. Meyner,G.I.,Hero,1958,The American High,1,High
1958-11-24,John F. Kennedy,G.I.,Hero,1958,The American High,1,High
1958-11-24,Pat Brown,G.I.,Hero,1958,The American High,1,High
1958-12-08,Adolfo Mateos,G.I.,Hero,1958,The American High,1,High
1959-02-02,Wilbur Mills,G.I.,Hero,1959,The American High,1,High
1959-02-16,Sekou Toure,G.I.,Hero,1959,The American High,1,High
1959-04-06,George W. Romney,G.I.,Hero,1959,The American High,1,High
1959-04-13,Abdul Karim Kassem,G.I.,Hero,1959,The American High,1,High
1959-05-04,James Van Allen,G.I.,Hero,1959,The American High,1,High
1959-05-25,Willy Brandt,G.I.,Hero,1959,The American High,1,High
1959-07-06,Columbus O'Donnell Iselin,G.I.,Hero,1959,The American High,1,High
1959-07-13,Frol Kozlov,G.I.,Hero,1959,The American High,1,High
1959-07-20,Roger Blough,G.I.,Hero,1959,The American High,1,High
1959-08-03,Richard Nixon,G.I.,Hero,1959,The American High,1,High
1959-08-10,William F. Quinn,G.I.,Hero,1959,The American High,1,High
1959-08-17,Jacques Soustelle,G.I.,Hero,1959,The American High,1,High
1959-08-31,James Hoffa,G.I.,Hero,1959,The American High,1,High
1959-10-05,Ed Cole,G.I.,Hero,1959,The American High,1,High
1959-11-09,Stuart Symington,G.I.,Hero,1959,The American High,1,High
1959-11-16,Robert Kintner,G.I.,Hero,1959,The American High,1,High
1959-11-23,Robert Bernard Anderson,G.I.,Hero,1959,The American High,1,High
1960-02-01,Hubert H. Humphrey,G.I.,Hero,1960,The American High,1,High
1960-02-08,Rómulo Betancourt,G.I.,Hero,1960,The American High,1,High
1960-02-15,James Reston,G.I.,Hero,1960,The American High,1,High
1960-02-22,Pete Quesada,G.I.,Hero,1960,The American High,1,High
1960-02-29,Pat Nixon,G.I.,Hero,1960,The American High,1,High
1960-03-14,Ingmar Bergman,G.I.,Hero,1960,The American High,1,High
1960-03-21,Caryl Chessman,G.I.,Hero,1960,The American High,1,High
1960-03-28,Jacques Cousteau,G.I.,Hero,1960,The American High,1,High
1960-04-25,Lyndon B. Johnson,G.I.,Hero,1960,The American High,1,High
1960-05-09,John Hugo Loudon,G.I.,Hero,1960,The American High,1,High
1960-06-27,Douglas MacArthur II,G.I.,Hero,1960,The American High,1,High
1960-07-11,John F. Kennedy,G.I.,Hero,1960,The American High,1,High
1960-07-18,Lyndon B. Johnson,G.I.,Hero,1960,The American High,1,High
1960-08-01,Nelson Rockefeller,G.I.,Hero,1960,The American High,1,High
1960-08-01,Richard Nixon,G.I.,Hero,1960,The American High,1,High
1960-08-22,Dag Hammarskjöld,G.I.,Hero,1960,The American High,1,High
1960-09-05,Lucia M. Cormier,G.I.,Hero,1960,The American High,1,High
1960-09-12,Mohammad Reza Pahlavi,G.I.,Hero,1960,The American High,1,High
1960-09-26,Henry Cabot Lodge Jr.,G.I.,Hero,1960,The American High,1,High
1960-10-03,Herblock,G.I.,Hero,1960,The American High,1,High
1960-10-03,Gheorghe Gheorghiu-Dej,G.I.,Hero,1960,The American High,1,High
1960-10-03,Todor Zhivkov,G.I.,Hero,1960,The American High,1,High
1960-10-03,Antonín Novotný,G.I.,Hero,1960,The American High,1,High
1960-10-03,János Kádár,G.I.,Hero,1960,The American High,1,High
1960-10-03,Mehmet Shehu,G.I.,Hero,1960,The American High,1,High
1960-10-03,Valerian Zorin,G.I.,Hero,1960,The American High,1,High
1960-10-17,Clark Kerr,G.I.,Hero,1960,The American High,1,High
1960-10-31,Richard Nixon,G.I.,Hero,1960,The American High,1,High
1960-11-07,John F. Kennedy,G.I.,Hero,1960,The American High,1,High
1960-11-14,Alan Jay Lerner,G.I.,Hero,1960,The American High,1,High
1960-11-14,Frederick Loewe,G.I.,Hero,1960,The American High,1,High
1960-11-16,John F. Kennedy,G.I.,Hero,1960,The American High,1,High
1960-11-28,Sylvia Porter,G.I.,Hero,1960,The American High,1,High
1960-12-05,Abubakar Balewa,G.I.,Hero,1960,The American High,1,High
1960-12-12,John Courtney Murray,G.I.,Hero,1960,The American High,1,High
1960-12-19,Franz Josef Strauss,G.I.,Hero,1960,The American High,1,High
1960-12-26,Dean Rusk,G.I.,Hero,1960,The American High,1,High
1961-01-02,George Wells Beadle,G.I.,Hero,1961,The American High,1,High
1961-01-02,Charles Stark Draper,G.I.,Hero,1961,The American High,1,High
1961-01-02,Willard Libby,G.I.,Hero,1961,The American High,1,High
1961-01-02,Linus Pauling,G.I.,Hero,1961,The American High,1,High
1961-01-02,Edward Mills Purcell,G.I.,Hero,1961,The American High,1,High
1961-01-02,Emilio G. Segrè,G.I.,Hero,1961,The American High,1,High
1961-01-02,William Shockley,G.I.,Hero,1961,The American High,1,High
1961-01-02,Edward Teller,G.I.,Hero,1961,The American High,1,High
1961-01-02,Charles Hard Townes,G.I.,Hero,1961,The American High,1,High
1961-01-02,James Van Allen,G.I.,Hero,1961,The American High,1,High
1961-01-02,Robert Burns Woodward,G.I.,Hero,1961,The American High,1,High
1961-01-06,Harry Felt,G.I.,Hero,1961,The American High,1,High
1961-01-13,Ancel Keys,G.I.,Hero,1961,The American High,1,High
1961-02-24,Valerian Zorin,G.I.,Hero,1961,The American High,1,High
1961-03-03,Walter Heller,G.I.,Hero,1961,The American High,1,High
1961-03-17,Savang Vatthana,G.I.,Hero,1961,The American High,1,High
1961-03-24,James M. Moran,G.I.,Hero,1961,The American High,1,High
1961-04-07,Robert S. McNamara,G.I.,Hero,1961,The American High,1,High
1961-04-14,Jean Kerr,G.I.,Hero,1961,The American High,1,High
1961-04-28,Jose Miro Cardona,G.I.,Hero,1961,The American High,1,High
1961-05-12,Alan Shepard,G.I.,Hero,1961,The American High,1,High
1961-05-26,Eugene Carson Blake,G.I.,Hero,1961,The American High,1,High
1961-06-02,John Malcolm Patterson,G.I.,Hero,1961,The American High,1,High
1961-06-09,John F. Kennedy,G.I.,Hero,1961,The American High,1,High
1961-06-16,Clint Murchison,G.I.,Hero,1961,The American High,1,High
1961-06-23,Barry Goldwater,G.I.,Hero,1961,The American High,1,High
1961-06-30,Jânio Quadros,G.I.,Hero,1961,The American High,1,High
1961-07-21,Bill Mauldin,G.I.,Hero,1961,The American High,1,High
1961-07-28,Maxwell D. Taylor,G.I.,Hero,1961,The American High,1,High
1961-08-04,Ngo Dinh Diem,G.I.,Hero,1961,The American High,1,High
1961-08-18,C. Douglas Dillon,G.I.,Hero,1961,The American High,1,High
1961-09-01,Lawrence F. O'Brien,G.I.,Hero,1961,The American High,1,High
1961-09-15,J.D. Salinger,G.I.,Hero,1961,The American High,1,High
1961-09-22,Arthur J. Goldberg,G.I.,Hero,1961,The American High,1,High
1961-09-29,Mongi Slim,G.I.,Hero,1961,The American High,1,High
1961-10-13,Creighton Abrams,G.I.,Hero,1961,The American High,1,High
1961-10-27,Thomas V. Jones,G.I.,Hero,1961,The American High,1,High
1961-11-03,Mary Bunting,G.I.,Hero,1961,The American High,1,High
1961-11-10,Glenn T. Seaborg,G.I.,Hero,1961,The American High,1,High
1961-12-22,Moise Tshombe,G.I.,Hero,1961,The American High,1,High
1961-12-29,Jackie Gleason,G.I.,Hero,1961,The American High,1,High
1962-01-05,John F. Kennedy,G.I.,Hero,1962,The American High,1,High
1962-01-12,John Kenneth Galbraith,G.I.,Hero,1962,The American High,1,High
1962-01-12,George F. Kennan,G.I.,Hero,1962,The American High,1,High
1962-01-12,Edwin O. Reischauer,G.I.,Hero,1962,The American High,1,High
1962-02-09,Theodore Hesburgh,G.I.,Hero,1962,The American High,1,High
1962-03-02,John Glenn,G.I.,Hero,1962,The American High,1,High
1962-03-09,Tennessee Williams,G.I.,Hero,1962,The American High,1,High
1962-03-16,Benyoucef Benkhedda,G.I.,Hero,1962,The American High,1,High
1962-03-23,John F. Collins,G.I.,Hero,1962,The American High,1,High
1962-03-23,Lewis Wesley Cutrer,G.I.,Hero,1962,The American High,1,High
1962-03-23,Richard J. Daley,G.I.,Hero,1962,The American High,1,High
1962-03-23,Robert F. Wagner Jr.,G.I.,Hero,1962,The American High,1,High
1962-03-23,Sam Yorty,G.I.,Hero,1962,The American High,1,High
1962-03-30,Arturo Frondizi,G.I.,Hero,1962,The American High,1,High
1962-04-27,Blas Roca,G.I.,Hero,1962,The American High,1,High
1962-05-11,Paul D. Harkins,G.I.,Hero,1962,The American High,1,High
1962-05-18,Frederic G. Donner,G.I.,Hero,1962,The American High,1,High
1962-06-08,Walter W. Heller,G.I.,Hero,1962,The American High,1,High
1962-06-15,Nelson Rockefeller,G.I.,Hero,1962,The American High,1,High
1962-06-22,"Infante Juan, Count of Barcelona",G.I.,Hero,1962,The American High,1,High
1962-07-13,Edward Heath,G.I.,Hero,1962,The American High,1,High
1962-07-20,C.Z. Guest,G.I.,Hero,1962,The American High,1,High
1962-08-10,D. Brainerd Holmes,G.I.,Hero,1962,The American High,1,High
1962-09-07,David Rockefeller,G.I.,Hero,1962,The American High,1,High
1962-09-21,James Monroe,Republican,Hero,1962,The American High,1,High
1962-10-12,Charles H. Brower,G.I.,Hero,1962,The American High,1,High
1962-10-12,David Ogilvy (businessman),G.I.,Hero,1962,The American High,1,High
1962-10-19,William Scranton,G.I.,Hero,1962,The American High,1,High
1962-10-26,John M. Kemper,G.I.,Hero,1962,The American High,1,High
1962-11-02,George Whelan Anderson Jr.,G.I.,Hero,1962,The American High,1,High
1962-11-16,George W. Romney,G.I.,Hero,1962,The American High,1,High
1962-12-21,Vince Lombardi,G.I.,Hero,1962,The American High,1,High
1963-01-11,Wilbur Mills,G.I.,Hero,1963,The American High,1,High
1963-01-18,Minoru Yamasaki,G.I.,Hero,1963,The American High,1,High
1963-02-01,Mortimer Caplin,G.I.,Hero,1963,The American High,1,High
1963-02-15,Robert McNamara,G.I.,Hero,1963,The American High,1,High
1963-03-01,Bert Powers,G.I.,Hero,1963,The American High,1,High
1963-03-08,William Hayward Pickering,G.I.,Hero,1963,The American High,1,High
1963-03-15,Richard J. Daley,G.I.,Hero,1963,The American High,1,High
1963-03-29,Gamal Abdel Nasser,G.I.,Hero,1963,The American High,1,High
1963-04-05,Orville Freeman,G.I.,Hero,1963,The American High,1,High
1963-04-12,Tunku Abdul Rahman,G.I.,Hero,1963,The American High,1,High
1963-05-03,Francis Daniels Moore,G.I.,Hero,1963,The American High,1,High
1963-05-17,James Baldwin,G.I.,Hero,1963,The American High,1,High
1963-05-31,Rudolph A. Peterson,G.I.,Hero,1963,The American High,1,High
1963-05-31,Tex Thornton,G.I.,Hero,1963,The American High,1,High
1963-05-31,Lammot du Pont Copeland,G.I.,Hero,1963,The American High,1,High
1963-06-14,Barry Goldwater,G.I.,Hero,1963,The American High,1,High
1963-06-21,John F. Kennedy,G.I.,Hero,1963,The American High,1,High
1963-07-05,Sargent Shriver,G.I.,Hero,1963,The American High,1,High
1963-08-09,Madame Nhu,G.I.,Hero,1963,The American High,1,High
1963-08-16,Michael Ramsey,G.I.,Hero,1963,The American High,1,High
1963-08-30,Roy Wilkins,G.I.,Hero,1963,The American High,1,High
1963-09-06,William L. Pereira,G.I.,Hero,1963,The American High,1,High
1963-09-13,Deng Xiaoping,G.I.,Hero,1963,The American High,1,High
1963-09-27,George Wallace,G.I.,Hero,1963,The American High,1,High
1963-10-04,Tex Thornton,G.I.,Hero,1963,The American High,1,High
1963-10-11,Harold Wilson,G.I.,Hero,1963,The American High,1,High
1963-10-25,Alec Douglas-Home,G.I.,Hero,1963,The American High,1,High
1963-11-08,Dương Văn Minh,G.I.,Hero,1963,The American High,1,High
1963-11-29,Lyndon B. Johnson,G.I.,Hero,1963,The American High,1,High
1963-12-06,Dean Rusk,G.I.,Hero,1963,The American High,1,High
1963-12-20,Guy de Rothschild,G.I.,Hero,1963,The American High,1,High
1963-12-27,Andrew Wyeth,G.I.,Hero,1963,The American High,1,High
1964-01-17,John Connally,G.I.,Hero,1964,The American High,1,High
1964-01-31,Thomas C. Mann,G.I.,Hero,1964,The American High,1,High
1964-02-07,Maurice Couve de Murville,G.I.,Hero,1964,The American High,1,High
1964-02-21,Leonid Brezhnev,G.I.,Hero,1964,The American High,1,High
1964-02-28,Thelonious Monk,G.I.,Hero,1964,The American High,1,High
1964-03-13,Julius Nyerere,G.I.,Hero,1964,The American High,1,High
1964-03-20,Mike Mansfield,G.I.,Hero,1964,The American High,1,High
